record_id,complaint,department,data_source
11250,"At the near my building, gas leak. It is area needs immediate attention. kindly investigate Reference area 4010.",public_safety,SYNTHETIC TRAINING DATA
4776,"At the near the building, water meter area is leaking. It is problem is continuous. this needs attention.",water,SYNTHETIC TRAINING DATA
8562,"At the neighborhood park, park irrigation is damaged. It is children cannot use it safely. kindly investigate.",parks,SYNTHETIC TRAINING DATA
7113,There is sewage water is in the street behind the shops; it is the drain is not working. this needs attention.,sewage,SYNTHETIC TRAINING DATA
11280,Residents noticed traffic signal is hanging loose near a public facility; it is needs a safety response. please arrange a visit.,public_safety,SYNTHETIC TRAINING DATA
3647,I am reporting an issue: garbage is overflowing neighborhood corner. It is attracts insects. please resolve it.,waste,SYNTHETIC TRAINING DATA
7132,"At the at the intersection, sewage water is in the street. It is the drain is not working. please handle it soon.",sewage,SYNTHETIC TRAINING DATA
7168,We have sewage water is in the street at the intersection; it is wastewater is pooling. please resolve it.,sewage,SYNTHETIC TRAINING DATA
6799,"I want to report drain smells strongly near our homes. It is bad odor is spreading, so please inspect the issue.",sewage,SYNTHETIC TRAINING DATA
8652,Tree branch is blocking the path public garden and it is needs maintenance. please arrange a visit.,parks,SYNTHETIC TRAINING DATA
553,Our neighborhood has open manhole school entrance; it is damaging cars. kindly investigate.,roads,SYNTHETIC TRAINING DATA
1043,Can the municipality inspect broken curb school entrance; it is getting worse. we need assistance.,roads,SYNTHETIC TRAINING DATA
7817,Can the municipality inspect an issue: park irrigation is damaged public garden. It is needs maintenance. please resolve it.,parks,SYNTHETIC TRAINING DATA
7009,We have sewer cover is leaking residential street; it is needs urgent cleaning. please resolve it.,sewage,SYNTHETIC TRAINING DATA
3029,"At the next to the mosque, illegal dumping. It is blocks the sidewalk. please send maintenance.",waste,SYNTHETIC TRAINING DATA
4430,Trash was not collected next to the mosque and it is blocks the sidewalk. please resolve it Reference area 5053.,waste,SYNTHETIC TRAINING DATA
1133,"At the neighborhood road, damaged asphalt. It is getting worse. please handle it soon.",roads,SYNTHETIC TRAINING DATA
4813,"At the our block, clean water is flooding the street. It is residents have no supply. please arrange a visit.",water,SYNTHETIC TRAINING DATA
8101,Our neighborhood has tree branch is blocking the path community park; it is needs maintenance. please resolve it.,parks,SYNTHETIC TRAINING DATA
5409,"Please check no water is reaching homes commercial area. It is the street is wet, so this needs attention.",water,SYNTHETIC TRAINING DATA
7250,I want to report sewage water is in the street neighborhood entrance; it is the drain is not working. kindly investigate.,sewage,SYNTHETIC TRAINING DATA
8134,I am reporting playground equipment is broken children's park; it is blocks the walkway. kindly investigate.,parks,SYNTHETIC TRAINING DATA
7103,Sewer drain is blocked behind the shops and it is it is getting worse. please send maintenance.,sewage,SYNTHETIC TRAINING DATA
7532,"At the playground, park irrigation is damaged. It is has been damaged for days. we need assistance.",parks,SYNTHETIC TRAINING DATA
4620,"There is water supply is weak neighborhood. It is the street is wet, so please inspect the issue.",water,SYNTHETIC TRAINING DATA
10837,Please check smoke coming from a utility box outside the market; it is residents are worried. please resolve it.,public_safety,SYNTHETIC TRAINING DATA
11190,We have dangerous exposed wires near a public facility; it is people may be in danger. kindly investigate.,public_safety,SYNTHETIC TRAINING DATA
10956,Dangerous exposed wires beside the school and it is could cause injuries. please arrange a visit.,public_safety,SYNTHETIC TRAINING DATA
9181,"There is abandoned building is deteriorating next door. It is people cannot pass safely, so please arrange a visit.",building,SYNTHETIC TRAINING DATA
6687,Wastewater is backing up near the school and it is wastewater is pooling. this needs attention.,sewage,SYNTHETIC TRAINING DATA
9974,Please check an issue: construction debris is blocking access commercial street. It is site needs inspection. please resolve it.,building,SYNTHETIC TRAINING DATA
5429,"A complaint about water pipe is leaking commercial area. It is problem is continuous, so we need assistance.",water,SYNTHETIC TRAINING DATA
4563,"We have clean water is flooding the street residential street. It is water is being wasted, so please arrange a visit.",water,SYNTHETIC TRAINING DATA
3760,Residents noticed garbage is overflowing public parking area; it is blocks the sidewalk. this needs attention.,waste,SYNTHETIC TRAINING DATA
5224,Water pipe is leaking residential street and it is residents have no supply. please send maintenance.,water,SYNTHETIC TRAINING DATA
1483,"Our neighborhood has open manhole school entrance. It is causing congestion, so please resolve it.",roads,SYNTHETIC TRAINING DATA
9849,Unauthorized structure blocks the walkway near our house and it is debris reaches the road. we need assistance.,building,SYNTHETIC TRAINING DATA
8901,"At the public garden, park irrigation is damaged. It is children cannot use it safely. please send maintenance.",parks,SYNTHETIC TRAINING DATA
5091,Residents noticed water meter area is leaking our block; it is water is being wasted. please arrange a visit.,water,SYNTHETIC TRAINING DATA
6577,Can the municipality inspect an issue: sewage is overflowing at the intersection. It is wastewater is pooling. this needs attention.,sewage,SYNTHETIC TRAINING DATA
1112,There is damaged asphalt school entrance; it is getting worse. please arrange a visit.,roads,SYNTHETIC TRAINING DATA
4140,"At the outside our building, garbage bags are piling up. It is smells bad. we need assistance Reference area 2807.",waste,SYNTHETIC TRAINING DATA
2736,A complaint about street light is out neighborhood; it is needs repair. please resolve it.,lighting,SYNTHETIC TRAINING DATA
2032,A complaint about lamp is flickering walkway; it is pedestrians cannot see well. please send maintenance.,lighting,SYNTHETIC TRAINING DATA
10964,"At the near a public facility, fallen electrical cable. It is people may be in danger. please resolve it.",public_safety,SYNTHETIC TRAINING DATA
2762,"At the intersection, several lights are off. It is pedestrians cannot see well. we need assistance.",lighting,SYNTHETIC TRAINING DATA
9411,"At the near our house, abandoned building is deteriorating. It is site needs inspection. please arrange a visit.",building,SYNTHETIC TRAINING DATA
7097,"I am reporting sewage is overflowing near the school. It is wastewater is pooling, so kindly investigate.",sewage,SYNTHETIC TRAINING DATA
789,There is an issue: open manhole intersection. It is getting worse. please inspect the issue.,roads,SYNTHETIC TRAINING DATA
2322,"At the main avenue, lamp is flickering. It is drivers struggle at night. we need assistance.",lighting,SYNTHETIC TRAINING DATA
1181,"Our neighborhood has pothole neighborhood road. It is damaging cars, so kindly investigate.",roads,SYNTHETIC TRAINING DATA
11762,"Can the municipality inspect dangerous exposed wires at the intersection. It is residents are worried, so we need assistance.",public_safety,SYNTHETIC TRAINING DATA
8484,We have an issue: park irrigation is damaged children's park. It is needs cleaning. please send maintenance.,parks,SYNTHETIC TRAINING DATA
8872,Tree branch is blocking the path playground and it is has been damaged for days. please inspect the issue.,parks,SYNTHETIC TRAINING DATA
6508,Please send a team for an issue: sewage is overflowing behind the shops. It is bad odor is spreading. kindly investigate.,sewage,SYNTHETIC TRAINING DATA
11092,Gas leak near my building and it is area needs immediate attention. this needs attention.,public_safety,SYNTHETIC TRAINING DATA
9395,Residents noticed an issue: abandoned building is deteriorating next door. It is parts may fall. please resolve it.,building,SYNTHETIC TRAINING DATA
5157,"At the our block, no water is reaching homes. It is pressure keeps dropping. please inspect the issue Reference area 9036.",water,SYNTHETIC TRAINING DATA
1138,Uneven road service road and it is damaging cars. please send maintenance.,roads,SYNTHETIC TRAINING DATA
4142,"Residents noticed trash was not collected public parking area. It is smells bad, so please resolve it.",waste,SYNTHETIC TRAINING DATA
5196,"At the commercial area, water meter area is leaking. It is pressure keeps dropping. this needs attention.",water,SYNTHETIC TRAINING DATA
9262,A complaint about an issue: building work appears unsafe near the sidewalk. It is parts may fall. we need assistance.,building,SYNTHETIC TRAINING DATA
5385,Please check an issue: water pipe is leaking residential street. It is water is being wasted. please arrange a visit.,water,SYNTHETIC TRAINING DATA
1172,Residents noticed pothole intersection; it is getting worse. this needs attention.,roads,SYNTHETIC TRAINING DATA
10922,Dangerous exposed wires at the intersection and it is needs a safety response. this needs attention.,public_safety,SYNTHETIC TRAINING DATA
1610,Broken light pole walkway and it is area is very dark. we need assistance Reference area 6048.,lighting,SYNTHETIC TRAINING DATA
1482,Open manhole neighborhood road and it is hard to avoid. please inspect the issue Reference area 2230.,roads,SYNTHETIC TRAINING DATA
8222,Can the municipality inspect grass is dying neighborhood park; it is needs maintenance. kindly investigate.,parks,SYNTHETIC TRAINING DATA
11828,Please send a team for fire in a building on our street; it is needs a safety response. please send maintenance.,public_safety,SYNTHETIC TRAINING DATA
5893,"At the residential street, water pipe is leaking. It is pressure keeps dropping. please send maintenance.",water,SYNTHETIC TRAINING DATA
5735,I want to report water meter area is leaking neighborhood; it is pressure keeps dropping. please handle it soon.,water,SYNTHETIC TRAINING DATA
8168,A complaint about grass is dying public garden; it is looks neglected. please send maintenance.,parks,SYNTHETIC TRAINING DATA
11507,"Please send a team for fallen electrical cable on our street. It is area needs immediate attention, so kindly investigate.",public_safety,SYNTHETIC TRAINING DATA
11359,"Our neighborhood has smoke coming from a utility box outside the market. It is residents are worried, so kindly investigate.",public_safety,SYNTHETIC TRAINING DATA
11947,"We have traffic signal is hanging loose outside the market. It is situation is unsafe, so please send maintenance.",public_safety,SYNTHETIC TRAINING DATA
6450,Sewer drain is blocked at the intersection and it is pedestrians cannot pass. we need assistance.,sewage,SYNTHETIC TRAINING DATA
4527,Water pressure is very low neighborhood and it is pressure keeps dropping. please inspect the issue.,water,SYNTHETIC TRAINING DATA
4391,Rubbish is scattered neighborhood corner and it is needs collection. please send maintenance.,waste,SYNTHETIC TRAINING DATA
6086,We have an issue: sewer drain is blocked residential street. It is it is getting worse. we need assistance.,sewage,SYNTHETIC TRAINING DATA
11699,A complaint about an issue: smoke coming from a utility box beside the school. It is needs a safety response. kindly investigate.,public_safety,SYNTHETIC TRAINING DATA
4167,Can the municipality inspect waste container is full outside our building; it is blocks the sidewalk. kindly investigate.,waste,SYNTHETIC TRAINING DATA
9756,"At the corner property, building work appears unsafe. It is parts may fall. we need assistance.",building,SYNTHETIC TRAINING DATA
9497,Construction debris is blocking access corner property and it is parts may fall. please resolve it.,building,SYNTHETIC TRAINING DATA
1004,"I am reporting uneven road school entrance. It is damaging cars, so please arrange a visit.",roads,SYNTHETIC TRAINING DATA
5798,"At the neighborhood, water pipe is leaking. It is water is being wasted. please send maintenance.",water,SYNTHETIC TRAINING DATA
5810,Water pressure is very low residential street and it is pressure keeps dropping. please send maintenance.,water,SYNTHETIC TRAINING DATA
10329,Construction debris is blocking access next door and it is hazard is visible. please send maintenance.,building,SYNTHETIC TRAINING DATA
7862,Play area is dirty public garden and it is children cannot use it safely. please send maintenance.,parks,SYNTHETIC TRAINING DATA
5789,Please check an issue: water pipe is leaking commercial area. It is needs inspection. please handle it soon.,water,SYNTHETIC TRAINING DATA
11563,"At the at the intersection, traffic signal is hanging loose. It is area needs immediate attention. we need assistance.",public_safety,SYNTHETIC TRAINING DATA
8639,There is tree branch is blocking the path children's park; it is needs maintenance. we need assistance.,parks,SYNTHETIC TRAINING DATA
9983,Residents noticed unauthorized structure blocks the walkway near our house; it is people cannot pass safely. this needs attention.,building,SYNTHETIC TRAINING DATA
457,Residents noticed broken curb school entrance; it is damaging cars. please handle it soon.,roads,SYNTHETIC TRAINING DATA
7951,"Please check tree branch is blocking the path playground. It is children cannot use it safely, so this needs attention.",parks,SYNTHETIC TRAINING DATA
4328,"At the next to the mosque, garbage is overflowing. It is has been there for days. this needs attention.",waste,SYNTHETIC TRAINING DATA
11155,"Please send a team for dangerous exposed wires beside the school. It is could cause injuries, so please send maintenance.",public_safety,SYNTHETIC TRAINING DATA
8920,"Residents noticed grass is dying playground. It is children cannot use it safely, so please inspect the issue.",parks,SYNTHETIC TRAINING DATA
4064,Residents noticed garbage is overflowing next to the mosque; it is is spreading. please arrange a visit.,waste,SYNTHETIC TRAINING DATA
2975,A complaint about lamp is flickering walkway; it is needs repair. please resolve it.,lighting,SYNTHETIC TRAINING DATA
10798,"Please check fire in a building beside the school. It is situation is unsafe, so please handle it soon.",public_safety,SYNTHETIC TRAINING DATA
10853,"Our neighborhood has dangerous exposed wires near a public facility. It is area needs immediate attention, so please inspect the issue.",public_safety,SYNTHETIC TRAINING DATA
11745,"At the at the intersection, smoke coming from a utility box. It is residents are worried. kindly investigate.",public_safety,SYNTHETIC TRAINING DATA
2477,"Residents noticed several lights are off intersection. It is area is very dark, so please send maintenance.",lighting,SYNTHETIC TRAINING DATA
1621,There is broken light pole main avenue; it is area is very dark. please arrange a visit.,lighting,SYNTHETIC TRAINING DATA
5342,"We have no water is reaching homes neighborhood. It is needs inspection, so kindly investigate.",water,SYNTHETIC TRAINING DATA
10737,"At the at the intersection, smoke coming from a utility box. It is area needs immediate attention. kindly investigate.",public_safety,SYNTHETIC TRAINING DATA
7286,"Our neighborhood has sewage water is in the street residential street. It is bad odor is spreading, so please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
10782,"At the beside the school, dangerous exposed wires. It is area needs immediate attention. we need assistance.",public_safety,SYNTHETIC TRAINING DATA
10297,"At the near the sidewalk, construction fence is damaged. It is work continues late. please arrange a visit Reference area 1711.",building,SYNTHETIC TRAINING DATA
3773,Our neighborhood has trash was not collected neighborhood corner; it is has been there for days. please send maintenance.,waste,SYNTHETIC TRAINING DATA
9296,A complaint about an issue: unauthorized structure blocks the walkway next door. It is hazard is visible. please resolve it.,building,SYNTHETIC TRAINING DATA
2128,"At the main avenue, lamp is flickering. It is pedestrians cannot see well. we need assistance.",lighting,SYNTHETIC TRAINING DATA
8025,I want to report an issue: grass is dying community park. It is needs maintenance. please inspect the issue.,parks,SYNTHETIC TRAINING DATA
1681,"At the main avenue, broken light pole. It is visibility is poor. please send maintenance.",lighting,SYNTHETIC TRAINING DATA
3781,Garbage bags are piling up beside the school and it is is spreading. please handle it soon.,waste,SYNTHETIC TRAINING DATA
11074,Fallen electrical cable near my building and it is area needs immediate attention. we need assistance.,public_safety,SYNTHETIC TRAINING DATA
10708,"Can the municipality inspect fire in a building at the intersection. It is could cause injuries, so this needs attention.",public_safety,SYNTHETIC TRAINING DATA
10464,"At the near our house, abandoned building is deteriorating. It is work continues late. this needs attention.",building,SYNTHETIC TRAINING DATA
7575,There is an issue: park bench is broken walking park. It is needs cleaning. please resolve it.,parks,SYNTHETIC TRAINING DATA
7742,"I want to report park irrigation is damaged children's park. It is blocks the walkway, so please handle it soon.",parks,SYNTHETIC TRAINING DATA
10457,We have an issue: building work appears unsafe near the sidewalk. It is debris reaches the road. we need assistance.,building,SYNTHETIC TRAINING DATA
5251,Water supply is weak near the building and it is needs inspection. please handle it soon.,water,SYNTHETIC TRAINING DATA
9263,Our neighborhood has abandoned building is deteriorating near the sidewalk; it is people cannot pass safely. please handle it soon.,building,SYNTHETIC TRAINING DATA
6315,Sewer cover is leaking near our homes and it is pedestrians cannot pass. please arrange a visit.,sewage,SYNTHETIC TRAINING DATA
1896,"I am reporting street light is out neighborhood. It is visibility is poor, so please inspect the issue.",lighting,SYNTHETIC TRAINING DATA
9775,"At the residential block, unauthorized structure blocks the walkway. It is hazard is visible. kindly investigate.",building,SYNTHETIC TRAINING DATA
4128,Residents noticed an issue: rubbish is scattered near the market. It is smells bad. please send maintenance.,waste,SYNTHETIC TRAINING DATA
5012,Clean water is flooding the street commercial area and it is problem is continuous. we need assistance.,water,SYNTHETIC TRAINING DATA
7089,Please send a team for drain smells strongly at the intersection; it is pedestrians cannot pass. please arrange a visit.,sewage,SYNTHETIC TRAINING DATA
7937,Our neighborhood has an issue: grass is dying playground. It is needs maintenance. this needs attention.,parks,SYNTHETIC TRAINING DATA
8934,"We have park bench is broken playground. It is needs cleaning, so we need assistance.",parks,SYNTHETIC TRAINING DATA
7699,"I want to report grass is dying public garden. It is blocks the walkway, so please arrange a visit.",parks,SYNTHETIC TRAINING DATA
3438,"Please send a team for garbage bags are piling up next to the mosque. It is smells bad, so we need assistance.",waste,SYNTHETIC TRAINING DATA
369,Our neighborhood has an issue: broken curb side street. It is damaging cars. please send maintenance.,roads,SYNTHETIC TRAINING DATA
7895,I want to report park bench is broken community park; it is has been damaged for days. please resolve it.,parks,SYNTHETIC TRAINING DATA
5087,Can the municipality inspect water pressure is very low commercial area; it is the street is wet. please handle it soon.,water,SYNTHETIC TRAINING DATA
5367,Please send a team for water meter area is leaking commercial area; it is pressure keeps dropping. please send maintenance.,water,SYNTHETIC TRAINING DATA
1856,There is street lamp is damaged main avenue; it is area is very dark. please resolve it.,lighting,SYNTHETIC TRAINING DATA
855,We have an issue: damaged asphalt school entrance. It is hard to avoid. please inspect the issue.,roads,SYNTHETIC TRAINING DATA
3323,Waste container is full near the market and it is blocks the sidewalk. kindly investigate.,waste,SYNTHETIC TRAINING DATA
11416,We have gas leak at the intersection; it is situation is unsafe. this needs attention.,public_safety,SYNTHETIC TRAINING DATA
8806,Park irrigation is damaged neighborhood park and it is blocks the walkway. please inspect the issue.,parks,SYNTHETIC TRAINING DATA
7845,Please send a team for tree branch is blocking the path playground; it is needs cleaning. please inspect the issue.,parks,SYNTHETIC TRAINING DATA
10846,Can the municipality inspect dangerous exposed wires near my building; it is area needs immediate attention. kindly investigate.,public_safety,SYNTHETIC TRAINING DATA
9439,I want to report abandoned building is deteriorating near the sidewalk; it is work continues late. we need assistance.,building,SYNTHETIC TRAINING DATA
6200,"Our neighborhood has wastewater is backing up near the school. It is it is getting worse, so please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
5827,Can the municipality inspect water pipe is leaking residential street; it is pressure keeps dropping. please inspect the issue.,water,SYNTHETIC TRAINING DATA
3870,"Please send a team for garbage is overflowing next to the mosque. It is needs collection, so we need assistance.",waste,SYNTHETIC TRAINING DATA
11624,Our neighborhood has smoke coming from a utility box near a public facility; it is area needs immediate attention. please handle it soon.,public_safety,SYNTHETIC TRAINING DATA
8183,We have an issue: park irrigation is damaged children's park. It is needs maintenance. kindly investigate.,parks,SYNTHETIC TRAINING DATA
9260,A complaint about construction fence is damaged near the sidewalk; it is work continues late. please arrange a visit.,building,SYNTHETIC TRAINING DATA
4644,A complaint about an issue: water pressure is very low residential street. It is the street is wet. please handle it soon.,water,SYNTHETIC TRAINING DATA
2705,Lamp is flickering main avenue and it is needs repair. please resolve it Reference area 83.,lighting,SYNTHETIC TRAINING DATA
8926,"At the community park, playground equipment is broken. It is has been damaged for days. please inspect the issue.",parks,SYNTHETIC TRAINING DATA
6789,A complaint about an issue: wastewater is backing up near the school. It is the drain is not working. please inspect the issue.,sewage,SYNTHETIC TRAINING DATA
6922,Drain smells strongly near our homes and it is bad odor is spreading. please arrange a visit.,sewage,SYNTHETIC TRAINING DATA
7019,"Can the municipality inspect sewage is overflowing near our homes. It is wastewater is pooling, so please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
5292,A complaint about clean water is flooding the street our block; it is problem is continuous. kindly investigate.,water,SYNTHETIC TRAINING DATA
5973,"Can the municipality inspect water pipe is leaking our block. It is water is being wasted, so please handle it soon.",water,SYNTHETIC TRAINING DATA
3269,"I am reporting trash was not collected outside our building. It is has been there for days, so please arrange a visit.",waste,SYNTHETIC TRAINING DATA
9500,Our neighborhood has construction fence is damaged near the sidewalk; it is people cannot pass safely. please resolve it.,building,SYNTHETIC TRAINING DATA
3414,"At the public parking area, garbage is overflowing. It is attracts insects. please handle it soon.",waste,SYNTHETIC TRAINING DATA
6881,"At the behind the shops, sewer cover is leaking. It is needs urgent cleaning. please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
532,"At the intersection, road crack. It is damaging cars. please resolve it.",roads,SYNTHETIC TRAINING DATA
8621,We have an issue: grass is dying public garden. It is looks neglected. this needs attention.,parks,SYNTHETIC TRAINING DATA
756,"At the main road, pothole. It is causing congestion. please send maintenance.",roads,SYNTHETIC TRAINING DATA
1411,A complaint about pothole service road; it is blocking traffic. kindly investigate.,roads,SYNTHETIC TRAINING DATA
10196,"I want to report construction fence is damaged next door. It is work continues late, so we need assistance.",building,SYNTHETIC TRAINING DATA
10296,"There is building work appears unsafe next door. It is work continues late, so please inspect the issue.",building,SYNTHETIC TRAINING DATA
1519,Dark street intersection and it is visibility is poor. kindly investigate.,lighting,SYNTHETIC TRAINING DATA
416,Please send a team for road crack side street; it is unsafe for drivers. kindly investigate.,roads,SYNTHETIC TRAINING DATA
5411,"At the commercial area, clean water is flooding the street. It is residents have no supply. please handle it soon.",water,SYNTHETIC TRAINING DATA
813,"At the neighborhood road, broken curb. It is damaging cars. we need assistance.",roads,SYNTHETIC TRAINING DATA
8041,"At the community park, park bench is broken. It is blocks the walkway. please send maintenance.",parks,SYNTHETIC TRAINING DATA
4986,We have water meter area is leaking near the building; it is problem is continuous. please inspect the issue.,water,SYNTHETIC TRAINING DATA
5299,Residents noticed an issue: clean water is flooding the street commercial area. It is residents have no supply. please handle it soon.,water,SYNTHETIC TRAINING DATA
4317,"Please check garbage bags are piling up outside our building. It is attracts insects, so this needs attention.",waste,SYNTHETIC TRAINING DATA
1470,"At the neighborhood road, damaged asphalt. It is damaging cars. please resolve it.",roads,SYNTHETIC TRAINING DATA
1285,We have an issue: broken curb side street. It is causing congestion. please resolve it.,roads,SYNTHETIC TRAINING DATA
7984,"Can the municipality inspect park irrigation is damaged community park. It is needs maintenance, so kindly investigate.",parks,SYNTHETIC TRAINING DATA
9018,Can the municipality inspect an issue: building work appears unsafe residential block. It is people cannot pass safely. we need assistance.,building,SYNTHETIC TRAINING DATA
3522,"There is illegal dumping next to the mosque. It is attracts insects, so this needs attention.",waste,SYNTHETIC TRAINING DATA
4060,"I want to report illegal dumping outside our building. It is needs collection, so please handle it soon.",waste,SYNTHETIC TRAINING DATA
10038,"A complaint about construction debris is blocking access commercial street. It is hazard is visible, so kindly investigate.",building,SYNTHETIC TRAINING DATA
4921,Can the municipality inspect clean water is flooding the street near the building; it is problem is continuous. please resolve it.,water,SYNTHETIC TRAINING DATA
2096,I am reporting street light is out residential street; it is needs repair. this needs attention.,lighting,SYNTHETIC TRAINING DATA
11406,"Please check traffic signal is hanging loose near my building. It is could cause injuries, so please arrange a visit.",public_safety,SYNTHETIC TRAINING DATA
830,"Our neighborhood has road crack side street. It is blocking traffic, so please resolve it.",roads,SYNTHETIC TRAINING DATA
9408,Residents noticed construction debris is blocking access near the sidewalk; it is debris reaches the road. please resolve it.,building,SYNTHETIC TRAINING DATA
2844,"I am reporting several lights are off main avenue. It is needs repair, so this needs attention.",lighting,SYNTHETIC TRAINING DATA
3985,Can the municipality inspect garbage bags are piling up outside our building; it is blocks the sidewalk. please resolve it.,waste,SYNTHETIC TRAINING DATA
1447,Can the municipality inspect an issue: damaged asphalt school entrance. It is unsafe for drivers. kindly investigate.,roads,SYNTHETIC TRAINING DATA
431,Please check road crack neighborhood road; it is damaging cars. please resolve it.,roads,SYNTHETIC TRAINING DATA
4805,"At the near the building, water meter area is leaking. It is needs inspection. please arrange a visit.",water,SYNTHETIC TRAINING DATA
2080,Broken light pole main avenue and it is pedestrians cannot see well. please resolve it.,lighting,SYNTHETIC TRAINING DATA
11474,"At the near my building, traffic signal is hanging loose. It is people may be in danger. we need assistance.",public_safety,SYNTHETIC TRAINING DATA
11079,"Our neighborhood has fallen electrical cable beside the school. It is could cause injuries, so this needs attention.",public_safety,SYNTHETIC TRAINING DATA
1847,"At the neighborhood, lamp is flickering. It is needs repair. please resolve it.",lighting,SYNTHETIC TRAINING DATA
20,"Please send a team for road crack neighborhood road. It is unsafe for drivers, so please arrange a visit.",roads,SYNTHETIC TRAINING DATA
4649,A complaint about an issue: no water is reaching homes commercial area. It is problem is continuous. please inspect the issue.,water,SYNTHETIC TRAINING DATA
1394,"At the school entrance, road crack. It is unsafe for drivers. please resolve it.",roads,SYNTHETIC TRAINING DATA
11684,Smoke coming from a utility box near a public facility and it is could cause injuries. please arrange a visit.,public_safety,SYNTHETIC TRAINING DATA
8847,"There is play area is dirty playground. It is looks neglected, so please send maintenance.",parks,SYNTHETIC TRAINING DATA
8182,I am reporting playground equipment is broken community park; it is blocks the walkway. this needs attention.,parks,SYNTHETIC TRAINING DATA
7562,"We have park irrigation is damaged public garden. It is children cannot use it safely, so please send maintenance.",parks,SYNTHETIC TRAINING DATA
10825,Traffic signal is hanging loose outside the market and it is area needs immediate attention. kindly investigate.,public_safety,SYNTHETIC TRAINING DATA
1216,Can the municipality inspect an issue: uneven road neighborhood road. It is unsafe for drivers. please resolve it.,roads,SYNTHETIC TRAINING DATA
7564,Can the municipality inspect an issue: grass is dying community park. It is looks neglected. please inspect the issue.,parks,SYNTHETIC TRAINING DATA
8776,There is an issue: grass is dying playground. It is looks neglected. we need assistance.,parks,SYNTHETIC TRAINING DATA
7925,"Please check play area is dirty children's park. It is children cannot use it safely, so please inspect the issue.",parks,SYNTHETIC TRAINING DATA
7877,"We have tree branch is blocking the path children's park. It is needs cleaning, so kindly investigate.",parks,SYNTHETIC TRAINING DATA
2525,I am reporting an issue: street light is out residential street. It is area is very dark. please resolve it.,lighting,SYNTHETIC TRAINING DATA
8066,Play area is dirty walking park and it is looks neglected. this needs attention.,parks,SYNTHETIC TRAINING DATA
10890,Gas leak beside the school and it is residents are worried. please inspect the issue.,public_safety,SYNTHETIC TRAINING DATA
4755,Our neighborhood has water pressure is very low residential street; it is water is being wasted. please arrange a visit.,water,SYNTHETIC TRAINING DATA
11112,Smoke coming from a utility box near a public facility and it is needs a safety response. please send maintenance Reference area 5615.,public_safety,SYNTHETIC TRAINING DATA
11598,Smoke coming from a utility box on our street and it is needs a safety response. please send maintenance.,public_safety,SYNTHETIC TRAINING DATA
2134,"At the neighborhood, dark street. It is drivers struggle at night. please handle it soon.",lighting,SYNTHETIC TRAINING DATA
11748,"At the on our street, fire in a building. It is people may be in danger. please inspect the issue.",public_safety,SYNTHETIC TRAINING DATA
5115,There is water meter area is leaking outside the house; it is water is being wasted. this needs attention.,water,SYNTHETIC TRAINING DATA
11418,"Please check smoke coming from a utility box beside the school. It is situation is unsafe, so please send maintenance.",public_safety,SYNTHETIC TRAINING DATA
11437,Can the municipality inspect an issue: smoke coming from a utility box near a public facility. It is situation is unsafe. please handle it soon.,public_safety,SYNTHETIC TRAINING DATA
2559,"There is street lamp is damaged neighborhood. It is visibility is poor, so this needs attention.",lighting,SYNTHETIC TRAINING DATA
11433,Fallen electrical cable near my building and it is area needs immediate attention. please inspect the issue.,public_safety,SYNTHETIC TRAINING DATA
7024,"At the behind the shops, sewage is overflowing. It is pedestrians cannot pass. please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
11312,"Residents noticed gas leak on our street. It is situation is unsafe, so kindly investigate.",public_safety,SYNTHETIC TRAINING DATA
7423,Sewage is overflowing neighborhood entrance and it is wastewater is pooling. please arrange a visit.,sewage,SYNTHETIC TRAINING DATA
6270,"A complaint about sewage water is in the street behind the shops. It is bad odor is spreading, so this needs attention.",sewage,SYNTHETIC TRAINING DATA
6641,Sewage is overflowing at the intersection and it is the drain is not working. we need assistance.,sewage,SYNTHETIC TRAINING DATA
3245,"I want to report illegal dumping public parking area. It is is spreading, so please handle it soon.",waste,SYNTHETIC TRAINING DATA
6579,I want to report an issue: drain smells strongly near our homes. It is the drain is not working. please arrange a visit.,sewage,SYNTHETIC TRAINING DATA
798,Please check road crack intersection; it is getting worse. please arrange a visit.,roads,SYNTHETIC TRAINING DATA
3915,I want to report garbage bags are piling up public parking area; it is needs collection. kindly investigate.,waste,SYNTHETIC TRAINING DATA
10636,"Can the municipality inspect gas leak near my building. It is needs a safety response, so please resolve it.",public_safety,SYNTHETIC TRAINING DATA
6768,Sewage water is in the street near our homes and it is it is getting worse. please resolve it.,sewage,SYNTHETIC TRAINING DATA
4742,Please check an issue: water pipe is leaking residential street. It is pressure keeps dropping. please resolve it.,water,SYNTHETIC TRAINING DATA
4555,Our neighborhood has an issue: water pressure is very low commercial area. It is pressure keeps dropping. kindly investigate.,water,SYNTHETIC TRAINING DATA
6852,"At the at the intersection, sewage water is in the street. It is wastewater is pooling. we need assistance.",sewage,SYNTHETIC TRAINING DATA
3974,"At the public parking area, waste container is full. It is blocks the sidewalk. this needs attention.",waste,SYNTHETIC TRAINING DATA
